StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q18,Q3,Q4,Q83,Q87,Q89,Q91,Q80_1,Q81_1,Q82_1,Q83,Q86,Q86_5_TEXT,Q84,Q85,Q71_1,Q72_1,Q73_1,Q74,Q77,Q77_5_TEXT,Q75,Q76,Q62_1,Q63_1,Q64_1,Q65,Q68,Q68_5_TEXT,Q66,Q67,Q53_1,Q54_1,Q55_1,Q56,Q59,Q59_5_TEXT,Q57,Q58,Q35_1,Q36_1,Q37_1,Q38,Q41,Q41_5_TEXT,Q39,Q40,Q44_1,Q45_1,Q46_1,Q47,Q50,Q50_5_TEXT,Q48,Q49
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Consent,How often do you listen to music?,How many years of formal musical training do you have?,What is your English listening level? Choose the option that fits you best.,What is your age range?,Do you understand French at a B1 level or higher?,Do you understand Spanish at a B1 level or higher?,Emotional Intensity - This song was emotionally intense,Familiarity - This song felt familiar to me,Valence - How did this song make you feel overall,How much did you understand the lyrics?,Which element influenced your emotion the most during this clip? - Selected Choice,Which element influenced your emotion the most during this clip? - Other - Text,Did this clip trigger a personal memory?,"If yes, briefly describe the type of memory",Emotional Intensity - This song was emotionally intense,Familiarity - This song felt familiar to me,Valence - How did this song make you feel overall,How much did you understand the lyrics?,Which element influenced your emotion the most during this clip? - Selected Choice,Which element influenced your emotion the most during this clip? - Other - Text,Did this clip trigger a personal memory?,"If yes, briefly describe the type of memory",Emotional Intensity - This song was emotionally intense,Familiarity - This song felt familiar to me,Valence - How did this song make you feel overall,How much did you understand the lyrics?,Which element influenced your emotion the most during this clip? - Selected Choice,Which element influenced your emotion the most during this clip? - Other - Text,Did this clip trigger a personal memory?,"If yes, briefly describe the type of memory",Emotional Intensity - This song was emotionally intense,Familiarity - This song felt familiar to me,Valence - How did this song make you feel overall,How much did you understand the lyrics?,Which element influenced your emotion the most during this clip? - Selected Choice,Which element influenced your emotion the most during this clip? - Other - Text,Did this clip trigger a personal memory?,"If yes, briefly describe the type of memory",Emotional Intensity - This song was emotionally intense,Familiarity - This song felt familiar to me,Valence - How did this song make you feel overall,How much did you understand the lyrics?,Which element influenced your emotion the most during this clip? - Selected Choice,Which element influenced your emotion the most during this clip? - Other - Text,Did this clip trigger a personal memory?,"If yes, briefly describe the type of memory",Emotional Intensity - This song was emotionally intense,Familiarity - This song felt familiar to me,Valence - How did this song make you feel overall,How much did you understand the lyrics?,Which element influenced your emotion the most during this clip? - Selected Choice,Which element influenced your emotion the most during this clip? - Other - Text,Did this clip trigger a personal memory?,"If yes, briefly describe the type of memory"
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID18""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID89""}","{""ImportId"":""QID93""}","{""ImportId"":""QID95""}","{""ImportId"":""QID97""}","{""ImportId"":""QID80_1""}","{""ImportId"":""QID81_1""}","{""ImportId"":""QID82_1""}","{""ImportId"":""QID83""}","{""ImportId"":""QID86""}","{""ImportId"":""QID86_5_TEXT""}","{""ImportId"":""QID84""}","{""ImportId"":""QID85_TEXT""}","{""ImportId"":""QID71_1""}","{""ImportId"":""QID72_1""}","{""ImportId"":""QID73_1""}","{""ImportId"":""QID74""}","{""ImportId"":""QID77""}","{""ImportId"":""QID77_5_TEXT""}","{""ImportId"":""QID75""}","{""ImportId"":""QID76_TEXT""}","{""ImportId"":""QID62_1""}","{""ImportId"":""QID63_1""}","{""ImportId"":""QID64_1""}","{""ImportId"":""QID65""}","{""ImportId"":""QID68""}","{""ImportId"":""QID68_5_TEXT""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67_TEXT""}","{""ImportId"":""QID53_1""}","{""ImportId"":""QID54_1""}","{""ImportId"":""QID55_1""}","{""ImportId"":""QID56""}","{""ImportId"":""QID59""}","{""ImportId"":""QID59_5_TEXT""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58_TEXT""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID36_1""}","{""ImportId"":""QID37_1""}","{""ImportId"":""QID38""}","{""ImportId"":""QID41""}","{""ImportId"":""QID41_5_TEXT""}","{""ImportId"":""QID39""}","{""ImportId"":""QID40_TEXT""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID46_1""}","{""ImportId"":""QID47""}","{""ImportId"":""QID50""}","{""ImportId"":""QID50_5_TEXT""}","{""ImportId"":""QID48""}","{""ImportId"":""QID49_TEXT""}"
2026-01-20 08:18:41,2026-01-20 08:23:44,0,205.133.67.10,100,302,1,2026-01-20 08:23:44,R_7q35ETwaO2ydiNO,,,,,40.3724,-82.3807,anonymous,EN,1,1,3,5,1,2,2,6,5,7,5,2,,3,,6,5,6,1,2,,3,,5,4,5,5,2,,3,,4,3,5,1,2,,3,,6,4,4,5,2,,3,,5,4,4,1,2,,3,
2026-01-20 08:22:18,2026-01-20 08:28:23,0,161.51.79.106,100,364,1,2026-01-20 08:28:23,R_2wRobJdIW0kzoat,,,,,51.9179,4.4901,anonymous,EN,1,1,3,5,2,2,2,5,5,5,5,1,,3,,4,5,5,1,2,,2,Dance Monkey,4,6,6,4,3,,2,I have heard the chorus of the song before on social media,6,5,6,1,3,,3,,7,2,5,5,1,,3,,6,6,5,2,3,,3,
2026-01-20 08:26:08,2026-01-20 08:31:34,0,217.117.226.145,100,326,1,2026-01-20 08:31:34,R_2NX6IHw7UbJnZI0,,,,,52.3109,4.9453,anonymous,EN,1,1,1,"5,6",2,2,2,2,6,6,5,2,,3,,2,6,6,1,2,,3,,6,7,2,5,1,,1,"An explicit recall of the time in my life, when i was listening to this song and relating to it ",2,5,2,1,2,,3,,6,2,6,5,1,,3,,2,2,5,1,3,,3,
2026-01-20 08:29:59,2026-01-20 08:34:37,0,146.50.201.91,100,277,1,2026-01-20 08:34:37,R_80Z2aLZO8WBP0Pj,,,,,52.3474,4.9284,anonymous,EN,1,1,3,5,1,2,2,6,7,5,5,2,,1,When I was a kid my sister used to pick me up from school. We used to listen this song on our ride back home. It reminded me of my school time / childhood,5,4,5,1,2,,3,,7,7,7,5,3,,1,"It also reminds me of the time I was a chil. this songs was trendy. ",4,7,4,1,3,,2,"I actually like the original one. maybe because that one was the one i am used to ",4,4,5,4,1,,3,,5,3,4,1,2,,3,
2026-01-20 08:29:33,2026-01-20 08:35:58,0,104.28.30.79,100,384,1,2026-01-20 08:35:59,R_29nBDUMVMLfj4Nw,,,,,52.0758,4.2925,anonymous,EN,1,5,1,6,2,2,2,6,5,5,5,2,,3,,3,5,5,2,2,,3,,3,3,4,5,3,,3,,4,4,4,1,2,,3,,5,4,3,5,1,,3,,3,5,4,2,3,,3,
2026-01-20 08:32:17,2026-01-20 08:38:07,0,217.105.50.216,100,349,1,2026-01-20 08:38:08,R_2JJnczFo3HXtOj7,,,,,52.2961,4.9549,anonymous,EN,1,1,1,5,2,2,2,2,6,6,5,2,,3,,2,6,6,1,2,,3,,5,6,6,5,2,,3,,6,6,6,1,2,,3,,6,5,6,5,3,,3,,6,5,6,1,3,,3,
2026-01-20 08:38:06,2026-01-20 08:44:40,0,42.118.49.236,100,393,1,2026-01-20 08:44:40,R_4JUwzk74OWW1qyl,,,,,21.0184,105.8461,anonymous,EN,1,1,1,5,1,2,2,3,2,4,4,2,,3,,3,5,5,1,3,,3,,3,5,5,4,1,,3,,5,4,4,1,2,,3,,5,6,5,5,3,,3,,5,5,4,2,2,,3,
2026-01-20 08:47:28,2026-01-20 08:49:29,0,1.55.68.97,100,121,1,2026-01-20 08:49:30,R_4X2RXAodlOVVnAR,,,,,21.0184,105.8461,anonymous,EN,1,1,1,4,1,1,2,3,3,3,2,2,,3,,4,4,4,2,2,,3,,5,5,5,3,2,,2,,5,5,5,3,2,,3,,4,4,4,3,2,,2,,4,4,4,2,2,,3,
2026-01-20 08:45:46,2026-01-20 08:51:16,0,146.50.136.253,100,330,1,2026-01-20 08:51:17,R_8DiIfWQqoshtyB9,,,,,52.3669,4.9517,anonymous,EN,1,1,4,6,2,2,2,2,2,4,5,2,,3,,2,2,4,2,3,,3,,2,2,4,5,3,,3,,2,2,4,1,2,,3,,1,1,4,5,3,,3,,2,2,4,2,4,,3,
2026-01-20 08:49:28,2026-01-20 08:53:47,0,104.28.222.74,100,258,1,2026-01-20 08:53:47,R_9NIk9JPxubKXxBm,,,,,21.0184,105.8461,anonymous,EN,1,1,1,4,1,2,2,7,7,6,5,1,,3,,6,6,6,1,2,,2,,5,4,6,4,1,,3,,4,3,4,1,2,,2,,5,4,4,1,3,,3,,4,3,4,1,2,,3,
2026-01-20 08:50:02,2026-01-20 08:56:32,0,145.3.113.88,100,390,1,2026-01-20 08:56:33,R_8CfDWWjBCfzsQtQ,,,,,52.3669,4.9517,anonymous,EN,1,1,2,5,1,2,2,6,6,6,5,2,,3,,6,6,6,2,2,,3,,4,1,4,5,2,,3,,4,1,4,1,1,,3,,4,2,3,5,1,,3,,3,2,4,1,3,,3,
2026-01-20 08:56:48,2026-01-20 08:56:51,0,145.3.113.88,100,2,1,2026-01-20 08:56:51,R_8jV89SZQ1Bh3WXQ,,,,,52.3669,4.9517,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-20 08:45:03,2026-01-20 08:57:36,0,217.105.50.162,100,752,1,2026-01-20 08:57:36,R_83x0vQ8srxEJ9Db,,,,,52.2961,4.9549,anonymous,EN,1,1,1,6,2,2,2,2,7,2,5,2,,3,,2,6,3,2,2,,3,,3,5,5,5,1,,3,,5,2,4,1,3,,3,,5,7,6,5,1,,3,,1,6,4,1,3,,3,
2026-01-20 08:46:38,2026-01-20 08:59:03,0,80.112.167.195,100,745,1,2026-01-20 08:59:04,R_2GZeNAmRr899D0s,,,,,52.3179,4.9521,anonymous,EN,1,1,1,6,2,2,2,5,7,5,5,3,,3,,3,7,4,1,3,,3,,3,7,5,5,2,,3,,3,7,3,1,5,"That man’s face. Somehow didn’t like him. ",3,,5,7,6,5,2,,2,,5,7,6,4,2,,2,Remembered the original song
2026-01-20 10:19:38,2026-01-20 10:23:47,0,77.250.102.118,100,249,1,2026-01-20 10:23:48,R_8aJIvYakZ4akZgf,,,,,52.3402,4.9084,anonymous,EN,1,1,4,5,2,1,2,4,6,6,5,1,,3,,4,5,6,1,2,,3,,7,7,6,5,1,,1,the period at my life when i was listening to this song,3,5,5,2,2,,1,"the period of time in my life when i was listening to this song. ",2,2,4,5,4,,3,,2,2,4,5,4,,3,
2026-01-20 12:28:03,2026-01-20 12:30:22,0,178.230.18.191,100,138,1,2026-01-20 12:30:22,R_2H7zdsyPRMJxeAp,,,,,51.9235,4.4813,anonymous,EN,1,1,1,4,1,2,2,5,4,4,3,3,,2,,4,5,4,2,1,,2,,5,5,5,3,2,,2,,5,5,4,3,2,,2,,3,3,5,3,3,,2,,5,3,3,4,4,,1,
2026-01-20 12:49:51,2026-01-20 12:55:03,0,217.117.226.145,100,312,1,2026-01-20 12:55:04,R_2N2rXWASMuArsiu,,,,,52.3109,4.9453,anonymous,EN,1,1,1,6,2,2,2,2,6,4,5,2,,3,,2,6,6,1,5,The vibes,3,,6,7,6,5,2,,3,,5,4,5,1,3,,3,,5,5,3,5,3,,3,,5,1,4,1,2,,3,
2026-01-20 14:33:58,2026-01-20 14:39:07,0,84.20.17.65,100,309,1,2026-01-20 14:39:08,R_223lTwk3VzYN3Fx,,,,,51.5081,-0.1278,anonymous,EN,1,1,2,6,1,2,1,2,7,6,5,1,,1,"Childhood ",3,6,6,4,2,,2,"Very personal ",5,7,3,5,1,,3,,5,7,3,5,1,,3,,6,6,6,5,2,,3,,5,6,4,3,2,,3,
2026-01-21 04:23:42,2026-01-21 04:32:57,0,5.104.117.224,100,555,1,2026-01-21 04:32:57,R_8uu0vtZtWc9bQxb,,,,,52.2961,4.9549,anonymous,EN,1,1,2,4,2,2,2,7,7,2,5,1,,3,,7,7,2,1,2,,3,,7,7,1,5,1,,1,,5,6,3,1,2,,3,,7,4,3,4,2,,2,,7,6,5,1,2,,2,
2026-01-21 04:38:18,2026-01-21 04:40:01,0,217.105.62.19,100,102,1,2026-01-21 04:40:01,R_2j4OHHC37Y5hLGx,,,,,52.3471,4.8508,anonymous,EN,1,2,3,3,1,1,1,1,3,3,3,5,,1,,4,5,3,1,2,,1,,5,3,3,4,3,,1,,3,3,3,3,3,,1,,1,3,4,4,4,,1,"Jay ",1,3,3,4,3,,1,
2026-01-21 04:37:21,2026-01-21 04:42:10,0,130.209.157.54,100,289,1,2026-01-21 04:42:11,R_2gN2Q0k8YGAisdO,,,,,55.867,-4.2621,anonymous,EN,1,1,2,1,1,2,2,2,1,6,1,2,,2,None,6,1,6,1,2,,2,None,7,1,2,1,3,,1,None,7,1,2,1,3,,1,None,2,1,6,1,2,,2,None,2,1,6,1,2,,2,None
2026-01-21 04:39:04,2026-01-21 04:43:31,0,217.105.24.80,100,266,1,2026-01-21 04:43:31,R_2QVrfaWuXiux1kR,,,,,52.3766,4.835,anonymous,EN,1,2,1,4,2,2,2,5,7,6,3,2,,2,travelling,5,3,4,2,3,,3,,5,5,3,2,2,,3,,6,2,3,3,2,,2,breaking up,6,5,3,2,3,,3,,3,2,4,1,3,,3,
2026-01-21 04:39:04,2026-01-21 04:44:48,0,217.105.62.19,100,344,1,2026-01-21 04:44:49,R_2mjZ3aXbthvxR05,,,,,52.3471,4.8508,anonymous,EN,1,1,1,5,1,2,2,2,7,6,2,2,,3,,2,7,5,2,2,,3,,3,2,4,4,1,,2,,5,2,3,2,2,,3,,6,2,3,4,2,,3,,5,2,5,1,3,,3,
2026-01-21 04:44:11,2026-01-21 04:47:42,0,45.84.40.173,100,211,1,2026-01-21 04:47:42,R_2fpIH6vOdzjsOys,,,,,51.9179,4.4901,anonymous,EN,1,1,1,5,3,2,2,2,2,4,1,2,,3,,2,2,4,1,2,,3,,2,1,4,2,2,,3,,2,1,4,1,2,,3,,4,7,4,3,2,,3,,2,1,4,1,2,,3,
2026-01-21 04:44:28,2026-01-21 04:53:36,0,50.7.158.252,100,547,1,2026-01-21 04:53:37,R_9ONBUwoQGvIF20E,,,,,35.6164,139.7425,anonymous,EN,1,1,2,5,2,2,2,4,4,4,5,1,,3,,4,5,6,1,3,,3,,6,6,3,5,1,,2,,6,5,3,1,3,,2,,4,5,4,5,1,,3,,5,2,6,1,2,,2,
2026-01-21 04:49:22,2026-01-21 04:55:53,0,80.187.83.156,100,391,1,2026-01-21 04:55:53,R_8AGZw8uDQ80WLqc,,,,,48.1229,11.6024,anonymous,EN,1,1,4,4,2,2,2,3,3,3,1,2,,3,,5,5,5,1,2,,3,,1,1,5,2,2,,3,,4,2,4,3,2,,3,,2,5,3,2,2,,3,,3,1,2,1,1,,3,
2026-01-21 05:00:31,2026-01-21 05:08:03,0,80.60.59.72,100,451,1,2026-01-21 05:08:03,R_8cTjNE3VtXq3aJ8,,,,,52.3583,4.8488,anonymous,EN,1,1,3,3,2,2,2,6,7,3,4,2,,3,,3,5,2,1,3,,3,,6,3,3,4,3,,3,,6,3,4,1,3,,3,,5,3,4,4,3,,3,,6,3,5,1,1,,3,
2026-01-21 05:01:58,2026-01-21 05:17:24,0,178.84.212.225,100,926,1,2026-01-21 05:17:25,R_2CPLEPLkAACUSuB,,,,,52.4002,4.9385,anonymous,EN,1,1,4,6,1,2,2,5,6,5,4,2,,2,"High school life, chilling with friends ",4,5,4,2,3,,3,,2,1,3,5,2,,3,,3,1,4,1,2,,1,"Late night, staying alone, learning or reading things",5,2,3,5,1,,3,,4,2,3,1,3,,3,
2026-01-21 05:57:55,2026-01-21 06:02:16,0,77.25.131.114,100,261,1,2026-01-21 06:02:16,R_2qpUrMSXgKSXIHM,,,,,35.8973,14.4813,anonymous,EN,1,2,4,1,6,2,2,6,2,6,2,2,,3,,5,2,6,2,2,,3,,6,6,6,3,1,,2,,4,2,3,1,2,,2,,6,5,4,2,4,,3,,5,1,5,1,3,,3,
2026-01-21 06:44:20,2026-01-21 06:53:51,0,31.205.224.118,100,570,1,2026-01-21 06:53:51,R_82a98nGuZmiFbA4,,,,,52.4867,-1.8989,anonymous,EN,1,1,1,2,1,2,2,5,7,5,3,2,,3,,2,7,4,2,2,,2,,2,2,4,3,2,,3,,5,1,4,1,3,,3,,6,2,6,4,1,,3,,5,2,6,1,3,,3,
2026-01-21 06:56:10,2026-01-21 07:01:15,0,208.88.129.14,100,305,1,2026-01-21 07:01:16,R_8THJnv7xVkgTfFX,,,,,52.4131,4.8385,anonymous,EN,1,1,3,6,3,2,2,2,2,4,3,1,,3,,5,6,7,1,2,,3,,4,6,4,3,1,,3,,2,2,4,1,4,,3,,4,6,5,4,2,,3,,6,5,4,3,2,,3,
2026-01-21 07:19:59,2026-01-21 07:24:01,0,103.127.219.20,100,242,1,2026-01-21 07:24:01,R_9DvtWrV6HuC0QR0,,,,,24,121,anonymous,EN,1,2,2,3,1,2,2,7,2,4,3,2,,3,,6,2,5,3,2,,3,,6,3,4,2,2,,3,,4,5,3,1,3,,3,,5,2,6,1,2,,3,,5,2,5,1,3,,3,
2026-01-21 09:56:49,2026-01-21 09:57:16,0,37.251.109.172,100,26,1,2026-01-21 09:57:16,R_21qsGfEoy0oJivL,,,,,52.3521,4.9138,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 09:56:32,2026-01-21 10:08:22,0,179.84.149.72,100,709,1,2026-01-21 10:08:23,R_58A2KkV214guebP,,,,,-19.9029,-43.9572,anonymous,EN,1,2,3,6,2,2,1,5,1,4,5,1,,3,,4,2,4,5,1,,3,,5,7,3,5,1,,1,Memory of seeing the artist’s photos online and the song’s music video.,5,6,3,5,1,,2,"A memory of listening to the English version of the song, and of the country I was living in at the time.",5,1,3,5,1,,3,,5,1,4,3,3,,3,
2026-01-21 11:23:03,2026-01-21 11:29:27,0,77.166.6.46,100,384,1,2026-01-21 11:29:27,R_2lStIoq5n9gzS79,,,,,52.3191,4.976,anonymous,EN,1,1,1,6,1,2,2,7,7,6,5,5,everything apart from lyrics,1,driving in a car as a kid,5,6,5,2,2,,2,parties when i was a kid,6,6,6,4,3,,3,,2,3,3,1,2,,3,,3,3,3,5,3,,3,,3,3,2,1,2,,3,
2026-01-21 13:13:14,2026-01-21 13:18:34,0,86.45.200.120,100,320,1,2026-01-21 13:18:34,R_8zwp2UizdHn2g6t,,,,,53.3382,-6.2591,anonymous,EN,1,1,4,4,2,2,2,5,1,5,1,2,,3,,5,1,6,1,2,,3,,5,1,6,1,2,,2,idk,3,1,4,1,2,,3,,5,1,5,1,3,,3,,5,1,5,1,3,,3,
2026-01-22 02:37:35,2026-01-22 02:46:40,0,183.80.135.238,100,545,1,2026-01-22 02:46:41,R_9KwoDVUXDGinKmL,,,,,21.0184,105.8461,anonymous,EN,1,1,4,6,1,1,2,5,7,6,5,2,,3,,3,7,5,1,2,,3,,5,1,5,5,3,,3,,3,1,4,1,2,,3,,1,1,4,5,2,,3,,1,1,4,5,2,,3,
2026-01-23 10:57:15,2026-01-23 11:14:56,0,87.210.27.3,100,1061,1,2026-01-23 11:14:56,R_8Lil9Agb1Gd353x,,,,,52.3672,4.918,anonymous,EN,1,1,3,6,1,2,1,4,6,5,5,1,,1,Of where I first heard it,3,4,3,4,3,,3,,5,6,5,5,3,,1,"The memory of where I first heard this song ",4,5,4,3,3,,3,,5,6,5,5,2,,3,,4,5,5,1,2,,3,
2026-01-20 08:37:34,2026-01-20 08:38:06,0,64.238.203.152,14,31,0,2026-01-27 08:38:06,R_8KuJRzSoGBnfEz3,,,,,50.0971,8.5952,anonymous,EN,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-20 09:19:50,2026-01-20 09:20:38,0,64.9.63.80,14,47,0,2026-01-27 09:22:00,R_6AKBfELAatKwgfq,,,,,40.2389,-77.1935,anonymous,EN,1,1,2,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-20 10:01:03,2026-01-20 10:02:02,0,86.87.49.232,14,58,0,2026-01-27 10:02:03,R_8l8uxNYSwe2ogb7,,,,,52.3125,4.6445,anonymous,EN,1,1,3,6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 04:39:23,2026-01-21 04:40:13,0,183.251.16.53,27,49,0,2026-01-28 04:40:14,R_4uVUERUimlj5ImP,,,,,24.4793,118.0673,anonymous,EN,1,1,2,5,2,2,2,,,,,,,,,2,2,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 04:39:19,2026-01-21 04:41:06,0,83.144.119.214,71,106,0,2026-01-28 04:41:07,R_2flqxNHUMFsHJ0Y,,,,,52.1889,21.002,anonymous,EN,1,2,1,6,2,2,1,1,1,5,5,2,,2,,2,5,3,4,3,,3,,,,,,,,,,,,,,,,,,4,3,4,4,2,,1,,4,7,2,4,4,,1,
2026-01-21 04:42:34,2026-01-21 04:43:08,0,50.7.158.252,14,33,0,2026-01-28 04:43:12,R_9dLz8HqTjjTdIuW,,,,,35.6164,139.7425,anonymous,EN,1,1,2,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 04:42:50,2026-01-21 04:43:43,0,116.15.240.53,14,52,0,2026-01-28 04:43:46,R_4Kr0XuBJxuTEsNt,,,,,1.3352,103.8529,anonymous,EN,1,2,1,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 04:48:03,2026-01-21 04:50:04,0,89.19.89.99,14,121,0,2026-01-28 04:50:05,R_2l9VOjp5LWc0JJU,,,,,53.3857,-6.2403,anonymous,EN,1,1,4,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 05:12:48,2026-01-21 05:12:58,0,31.205.42.39,4,10,0,2026-01-28 05:13:02,R_8v1vy77spR9Ybbi,,,,,54.9742,-1.615,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 06:39:21,2026-01-21 06:39:32,0,77.163.252.40,4,10,0,2026-01-28 06:39:33,R_2KkgzLfl8GrlXNC,,,,,52.3384,5.6088,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 07:57:52,2026-01-21 07:59:49,0,213.124.213.80,29,117,0,2026-01-28 07:59:52,R_8dKe3PpLJ8xd29C,,,,,52.4002,4.9385,anonymous,EN,1,1,2,3,2,2,2,,,,,,,,,2,5,5,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 09:23:29,2026-01-21 09:25:11,0,193.32.126.238,14,102,0,2026-01-28 09:25:17,R_913mN5YLhc1IaD7,,,,,31.2222,121.4581,anonymous,EN,1,1,3,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 09:57:19,2026-01-21 09:57:23,0,37.251.109.172,4,3,0,2026-01-28 09:57:25,R_2ZOKAN3RwJsUY7f,,,,,52.3521,4.9138,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 10:36:13,2026-01-21 10:38:29,0,117.154.5.109,14,135,0,2026-01-28 10:38:30,R_9GK7Km4GwsNscNv,,,,,30.5851,114.2662,anonymous,EN,1,1,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 20:57:58,2026-01-21 20:59:21,0,117.154.5.109,14,83,0,2026-01-28 20:59:25,R_471g4iY1ItppNxV,,,,,30.5851,114.2662,anonymous,EN,1,1,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 22:00:17,2026-01-21 22:00:45,0,111.201.226.135,14,28,0,2026-01-28 22:00:46,R_850T9xQcnNjZWIp,,,,,39.911,116.395,anonymous,EN,1,5,4,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 23:31:15,2026-01-21 23:32:17,0,183.230.147.242,14,62,0,2026-01-28 23:32:19,R_48AqCKTH6pZpGaH,,,,,29.5689,106.5577,anonymous,EN,1,1,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-22 08:21:21,2026-01-22 08:22:42,0,112.32.118.5,14,81,0,2026-01-29 08:22:47,R_9nRwZPl8zN6WiJP,,,,,31.8696,117.293,anonymous,EN,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-01 08:53:29,2026-02-01 09:06:20,0,176.236.81.36,100,771,1,2026-02-01 09:06:20,R_8GkcuHxxkTGPACB,,,,,41.0146,28.9532,anonymous,EN,1,1,1,4,2,1,2,6,7,6,5,2,,2,,6,7,6,1,2,,2,,6,7,3,4,2,,2,,5,5,3,1,2,,2,,2,2,4,5,2,,3,,2,6,4,4,1,,3,
